id	subject	topic_code	topic_name	question	optionA	optionB	optionC	optionD	answer	explanation	difficulty	tags
L11202-Q051	L11	L11202	資料整理與分析流程	Data Mesh 核心概念？	集中湖	去中心資料產品	GPU pool	HDR優化	B	選項「去中心資料產品」最符合題意，因此正確。	3	"[""L11202"", ""Dat""]"
L11202-Q052	L11	L11202	資料整理與分析流程	FHE 特點？	無延遲	不可查詢	加密狀態可運算	GPU省電	C	選項「加密狀態可運算」最符合題意，因此正確。	3	"[""L11202"", ""FHE""]"
L11202-Q053	L11	L11202	資料整理與分析流程	Shadow Data Risk 指？	暗角	未監控副本	HDR漏光	FPS下降	B	選項「未監控副本」最符合題意，因此正確。	3	"[""L11202"", ""Sha""]"
L11202-Q054	L11	L11202	資料整理與分析流程	Critical Data Element 目標？	優先治理欄位	增亮度	降噪	增GPU	A	選項「優先治理欄位」最符合題意，因此正確。	3	"[""L11202"", ""Cri""]"
L11202-Q055	L11	L11202	資料整理與分析流程	Data Leakage 定義？	使用未來資訊	JPEG偏色	HDR過飽	DNS失敗	A	選項「使用未來資訊」最符合題意，因此正確。	3	"[""L11202"", ""Dat""]"
L11202-Q056	L11	L11202	資料整理與分析流程	Data Residency vs Localization？	BLEU	GPU溫度	HDR對比	存放 vs 處理要求	D	選項「存放 vs 處理要求」最符合題意，因此正確。	3	"[""L11202"", ""Dat""]"
L11202-Q057	L11	L11202	資料整理與分析流程	Synthetic Data 風險？	引入偏差	FPS高	HDR	延遲0	A	選項「引入偏差」最符合題意，因此正確。	3	"[""L11202"", ""Syn""]"
L11202-Q058	L11	L11202	資料整理與分析流程	GraphQL 優點？	DNS快取	HDR增強	GPU超頻	精確欄位	D	選項「精確欄位」最符合題意，因此正確。	3	"[""L11202"", ""Gra""]"
L11202-Q059	L11	L11202	資料整理與分析流程	Data Contract 不含？	字段定義	螢幕型號	品質規範	SLA	B	選項「螢幕型號」最符合題意，因此正確。	3	"[""L11202"", ""Dat""]"
L11202-Q060	L11	L11202	資料整理與分析流程	GeoJSON 用途？	地理空間資料	音訊	影像	字體	A	選項「地理空間資料」最符合題意，因此正確。	3	"[""L11202"", ""Geo""]"
L11202-Q061	L11	L11202	資料整理與分析流程	Provenance 區塊鏈？	HDR對比	FPS提升	不可竄改	JPEG清晰	C	選項「不可竄改」最符合題意，因此正確。	3	"[""L11202"", ""Pro""]"
L11202-Q062	L11	L11202	資料整理與分析流程	MDM 解決？	GPU熱	主資料一致	HDR閃爍	DNS錯位	B	選項「主資料一致」最符合題意，因此正確。	3	"[""L11202"", ""MDM""]"
L11202-Q063	L11	L11202	資料整理與分析流程	Scorecard 目的？	量化FPS	量化HDR	量化品質	量化音量	C	選項「量化品質」最符合題意，因此正確。	3	"[""L11202"", ""Sco""]"
L11202-Q064	L11	L11202	資料整理與分析流程	向量檢索距離考量？	螢幕大小	分布維度影響	GPU扇葉	DNS MX	B	選項「分布維度影響」最符合題意，因此正確。	3	"[""L11202"", ""向量檢""]"
L11202-Q065	L11	L11202	資料整理與分析流程	Faker 假資料用途？	BLEU轉換	HDR增亮	DPI放大	測試填充	D	選項「測試填充」最符合題意，因此正確。	3	"[""L11202"", ""Fak""]"
L11202-Q066	L11	L11202	資料整理與分析流程	Marketplace 風險？	合法性品質不明	GPU風扇	HDR映射	FPS不穩	A	選項「合法性品質不明」最符合題意，因此正確。	3	"[""L11202"", ""Mar""]"
L11202-Q067	L11	L11202	資料整理與分析流程	Secure MPC 成本？	BLEU	PSNR	HDR	通信計算開銷	D	選項「通信計算開銷」最符合題意，因此正確。	3	"[""L11202"", ""Sec""]"
L11203-Q001	L11	L11203	資料隱私與安全	PII 全稱？	Program ID	Public Internet Info	Personally Identifiable Information	Pixel Intensity	C	選項「Personally Identifiable Information」最符合題意，因此正確。	1	"[""L11203"", ""PII""]"
L11203-Q002	L11	L11203	資料隱私與安全	加密傳輸協定？	HTTP	HTTPS	FTP	Telnet	B	選項「HTTPS」最符合題意，因此正確。	1	"[""L11203"", ""加密傳""]"
L11203-Q003	L11	L11203	資料隱私與安全	GDPR 目的？	DNS監控	提升HDR	降低DPI	保護個資	D	選項「保護個資」最符合題意，因此正確。	1	"[""L11203"", ""GDP""]"
L11203-Q004	L11	L11203	資料隱私與安全	資料遮罩目的？	增加對比	隱藏敏感欄位	GPU降溫	DNS升級	B	選項「隱藏敏感欄位」最符合題意，因此正確。	1	"[""L11203"", ""資料遮""]"
L11203-Q005	L11	L11203	資料隱私與安全	存取控制 RBAC 基於？	HDR	資料型別	角色	FPS	C	選項「角色」最符合題意，因此正確。	1	"[""L11203"", ""存取控""]"
L11203-Q006	L11	L11203	資料隱私與安全	多因素驗證不含？	OTP	密碼	指紋	螢幕尺寸	D	選項「螢幕尺寸」最符合題意，因此正確。	1	"[""L11203"", ""多因素""]"
L11203-Q007	L11	L11203	資料隱私與安全	SSL/TLS 功能？	DNS漂移	提高解析度	GPU加速	加密連線	D	選項「加密連線」最符合題意，因此正確。	1	"[""L11203"", ""SSL""]"
L11203-Q008	L11	L11203	資料隱私與安全	身份驗證與授權差異？	驗身份 vs 給權限	增亮度	降噪	加速GPU	A	選項「驗身份 vs 給權限」最符合題意，因此正確。	1	"[""L11203"", ""身份驗""]"
L11203-Q009	L11	L11203	資料隱私與安全	SOC2 Type II 重點？	HDR校驗	設計充分	運行有效性	PSNR	C	選項「運行有效性」最符合題意，因此正確。	1	"[""L11203"", ""SOC""]"
L11203-Q010	L11	L11203	資料隱私與安全	AES-256 屬於？	簽章	非對稱	雜湊	對稱加密	D	選項「對稱加密」最符合題意，因此正確。	1	"[""L11203"", ""AES""]"
L11203-Q011	L11	L11203	資料隱私與安全	資料最高分類？	公開	機密	內部	受限	B	選項「機密」最符合題意，因此正確。	1	"[""L11203"", ""資料最""]"
L11203-Q012	L11	L11203	資料隱私與安全	Hash 函式不可？	產生雜湊	逆向原文	定長輸出	快速計算	B	選項「逆向原文」最符合題意，因此正確。	1	"[""L11203"", ""Has""]"
L11203-Q013	L11	L11203	資料隱私與安全	VPN 可？	HDR校色	加密通道	DNS負載	GPU彈性	B	選項「加密通道」最符合題意，因此正確。	1	"[""L11203"", ""VPN""]"
L11203-Q014	L11	L11203	資料隱私與安全	最小權限原則英文？	LOL	PoLP	SLA	TTL	B	選項「PoLP」最符合題意，因此正確。	1	"[""L11203"", ""最小權""]"
L11203-Q015	L11	L11203	資料隱私與安全	備份 3-2-1 原則？	GPU321	HDR321	3份2媒介1異地	DPI	C	選項「3份2媒介1異地」最符合題意，因此正確。	1	"[""L11203"", ""備份3""]"
L11203-Q016	L11	L11203	資料隱私與安全	靜態資料加密名？	In Use	In Transit	At Rest	On Sale	C	選項「At Rest」最符合題意，因此正確。	1	"[""L11203"", ""靜態資""]"
L11203-Q017	L11	L11203	資料隱私與安全	IDS 功能？	偵測入侵	加速渲染	調整HDR	DNS緩存	A	選項「偵測入侵」最符合題意，因此正確。	1	"[""L11203"", ""IDS""]"
L11203-Q018	L11	L11203	資料隱私與安全	安全日誌需？	增BLEU	提升PPI	可追溯防竄改	降HDR	C	選項「可追溯防竄改」最符合題意，因此正確。	1	"[""L11203"", ""安全日""]"
L11203-Q019	L11	L11203	資料隱私與安全	滲透測試 Black Box？	無內部資訊	全資訊	部分資訊	白名單	A	選項「無內部資訊」最符合題意，因此正確。	1	"[""L11203"", ""滲透測""]"
L11203-Q020	L11	L11203	資料隱私與安全	OAuth2 用於？	GPU驅動	HDR提升	第三方授權	DNS迴圈	C	選項「第三方授權」最符合題意，因此正確。	1	"[""L11203"", ""OAu""]"
L11203-Q021	L11	L11203	資料隱私與安全	DLP 核心？	HDR 色偏	防資料外洩	CRT	DPI	B	選項「防資料外洩」最符合題意，因此正確。	1	"[""L11203"", ""DLP""]"
L11203-Q022	L11	L11203	資料隱私與安全	MFA 包含？	FPS	HDR	知識/持有/生物因子	GPU	C	選項「知識/持有/生物因子」最符合題意，因此正確。	1	"[""L11203"", ""MFA""]"
L11203-Q023	L11	L11203	資料隱私與安全	GDPR 最高罰款？	1歐	0.01	1M	4%全球營收	D	選項「4%全球營收」最符合題意，因此正確。	2	"[""L11203"", ""GDP""]"
L11203-Q024	L11	L11203	資料隱私與安全	刪除權又稱？	知情權	被遺忘權	攜帶權	拒絕權	B	選項「被遺忘權」最符合題意，因此正確。	2	"[""L11203"", ""刪除權""]"
L11203-Q025	L11	L11203	資料隱私與安全	ISO27001 控制域不含？	營運安全	存取控制	加密	影像管理	D	選項「影像管理」最符合題意，因此正確。	2	"[""L11203"", ""ISO""]"
L11203-Q026	L11	L11203	資料隱私與安全	HIPAA 保護？	PSI	PII	PCI	PHI	D	選項「PHI」最符合題意，因此正確。	2	"[""L11203"", ""HIP""]"
L11203-Q027	L11	L11203	資料隱私與安全	PCI-DSS 對象？	電子郵件	醫療影像	支付卡資料	HDR影片	C	選項「支付卡資料」最符合題意，因此正確。	2	"[""L11203"", ""PCI""]"
L11203-Q028	L11	L11203	資料隱私與安全	同態加密缺點？	無安全性	計算成本高	不用金鑰	失真	B	選項「計算成本高」最符合題意，因此正確。	2	"[""L11203"", ""同態加""]"
L11203-Q029	L11	L11203	資料隱私與安全	DP 參數 ε 小？	隱私強	隱私弱	無關	更快	A	選項「隱私強」最符合題意，因此正確。	2	"[""L11203"", ""DP參""]"
L11203-Q030	L11	L11203	資料隱私與安全	SOC2 五原則不含？	安全	解析度	隱私	可用	B	選項「解析度」最符合題意，因此正確。	2	"[""L11203"", ""SOC""]"
L11203-Q031	L11	L11203	資料隱私與安全	SHA-256 輸出長度？	256位	128	64	32	A	選項「256位」最符合題意，因此正確。	2	"[""L11203"", ""SHA""]"
L11203-Q032	L11	L11203	資料隱私與安全	OWASP Top10 第一？	Injection	XSS	CSRF	安全配置	A	選項「Injection」最符合題意，因此正確。	2	"[""L11203"", ""OWA""]"
L11203-Q033	L11	L11203	資料隱私與安全	TLS1.3 改進？	縮短握手	增HDR	GPUclock	PPI	A	選項「縮短握手」最符合題意，因此正確。	2	"[""L11203"", ""TLS""]"
L11203-Q034	L11	L11203	資料隱私與安全	零信任核心？	信任裝置	信任內網	信任IP	持續驗證	D	選項「持續驗證」最符合題意，因此正確。	2	"[""L11203"", ""零信任""]"
L11203-Q035	L11	L11203	資料隱私與安全	SAML 用於？	GPU同步	SSO	HDR對比	DNS重寫	B	選項「SSO」最符合題意，因此正確。	2	"[""L11203"", ""SAM""]"
L11203-Q036	L11	L11203	資料隱私與安全	CCPA 保障？	拒售個資	HDR校色	DPI	DNS轉	A	選項「拒售個資」最符合題意，因此正確。	2	"[""L11203"", ""CCP""]"
L11203-Q037	L11	L11203	資料隱私與安全	Biometric Spoof 防護？	活體檢測	HDR	GPU冷	FTP	A	選項「活體檢測」最符合題意，因此正確。	2	"[""L11203"", ""Bio""]"
L11203-Q038	L11	L11203	資料隱私與安全	KMS 功能？	GPU管理	集中金鑰管理	HDR管理	DNS管理	B	選項「集中金鑰管理」最符合題意，因此正確。	2	"[""L11203"", ""KMS""]"
L11203-Q039	L11	L11203	資料隱私與安全	跨境傳輸 GDPR？	不需	可隨意	禁絕	需充分保護	D	選項「需充分保護」最符合題意，因此正確。	2	"[""L11203"", ""跨境傳""]"
L11203-Q040	L11	L11203	資料隱私與安全	RSA 屬於？	雜湊	對稱	非對稱	流密碼	C	選項「非對稱」最符合題意，因此正確。	2	"[""L11203"", ""RSA""]"
L11203-Q041	L11	L11203	資料隱私與安全	DDoS 防禦策略？	流量清洗	GPU降頻	HDR降	DNS轉	A	選項「流量清洗」最符合題意，因此正確。	2	"[""L11203"", ""DDo""]"
L11203-Q042	L11	L11203	資料隱私與安全	Token 過期作用？	降竊風險	增亮度	升HDR	DPI	A	選項「降竊風險」最符合題意，因此正確。	2	"[""L11203"", ""Tok""]"
L11203-Q043	L11	L11203	資料隱私與安全	安全稽核 trail？	可壓	可刪	可改	不可竄改	D	選項「不可竄改」最符合題意，因此正確。	2	"[""L11203"", ""安全稽""]"
L11203-Q044	L11	L11203	資料隱私與安全	影像去識別？	HDR	模糊/馬賽克	增亮	PNG轉	B	選項「模糊/馬賽克」最符合題意，因此正確。	2	"[""L11203"", ""影像去""]"
L11203-Q045	L11	L11203	資料隱私與安全	least privilege 目的？	減DPI	增FPS	增HDR	減授權風險	D	選項「減授權風險」最符合題意，因此正確。	2	"[""L11203"", ""lea""]"
L11203-Q046	L11	L11203	資料隱私與安全	差分隱私組合問題？	多查詢累加	HDR疊	FPS累	GPU熱	A	選項「多查詢累加」最符合題意，因此正確。	3	"[""L11203"", ""差分隱""]"
L11203-Q047	L11	L11203	資料隱私與安全	Homomorphic Encryption 缺陷？	HDR降	無安全	運算耗時	DNS延	C	選項「運算耗時」最符合題意，因此正確。	3	"[""L11203"", ""Hom""]"
L11203-Q048	L11	L11203	資料隱私與安全	Secure MPC 成本？	BLEU	GPU耗	HDR飽	通信計算開銷	D	選項「通信計算開銷」最符合題意，因此正確。	3	"[""L11203"", ""Sec""]"
L11203-Q049	L11	L11203	資料隱私與安全	Federated Learning 風險？	GPU熱	HDR偏	梯度洩漏	DNS攻	C	選項「梯度洩漏」最符合題意，因此正確。	3	"[""L11203"", ""Fed""]"
L11203-Q050	L11	L11203	資料隱私與安全	Shadow AI 風險？	未審核模型	HDR亂	CRT損	FPS飄	A	選項「未審核模型」最符合題意，因此正確。	3	"[""L11203"", ""Sha""]"
L11203-Q051	L11	L11203	資料隱私與安全	Model Inversion 可？	DNS輪	增解析	HDR增	重建訓練數據	D	選項「重建訓練數據」最符合題意，因此正確。	3	"[""L11203"", ""Mod""]"
L11203-Q052	L11	L11203	資料隱私與安全	DPIA 需要？	DNS	HDR10	GPU	高風險活動	D	選項「高風險活動」最符合題意，因此正確。	3	"[""L11203"", ""DPI""]"
L11203-Q053	L11	L11203	資料隱私與安全	Refresh Token 被竊？	長期權限	HDR	GPU	FPS	A	選項「長期權限」最符合題意，因此正確。	3	"[""L11203"", ""Ref""]"
L11203-Q054	L11	L11203	資料隱私與安全	Zero?Knowledge Proof 用於？	DNS負荷	JPEG清晰	HDR對比	驗證不洩漏	D	選項「驗證不洩漏」最符合題意，因此正確。	3	"[""L11203"", ""Zer""]"
L11203-Q055	L11	L11203	資料隱私與安全	TEE 風險？	HDR	側信道	DNS	GPU	B	選項「側信道」最符合題意，因此正確。	3	"[""L11203"", ""TEE""]"
L11203-Q056	L11	L11203	資料隱私與安全	Watermark 目的？	DNS探	降HDR	增解析	辨識AI內容	D	選項「辨識AI內容」最符合題意，因此正確。	3	"[""L11203"", ""Wat""]"
L11203-Q057	L11	L11203	資料隱私與安全	Resilience 定義？	GPU爆	HDR添	抵禦恢復	DNS翻	C	選項「抵禦恢復」最符合題意，因此正確。	3	"[""L11203"", ""Res""]"
L11203-Q058	L11	L11203	資料隱私與安全	compliance monitor？	FPS偵	HDR校	持續審計	GPU降	C	選項「持續審計」最符合題意，因此正確。	3	"[""L11203"", ""com""]"
L11203-Q059	L11	L11203	資料隱私與安全	PETs 不含？	DP	HDR濾鏡	FHE	MPC	B	選項「HDR濾鏡」最符合題意，因此正確。	3	"[""L11203"", ""PET""]"
L11203-Q060	L11	L11203	資料隱私與安全	PPGAN 目的？	GPU光	HDR美白	臉去識別	DNS探	C	選項「臉去識別」最符合題意，因此正確。	3	"[""L11203"", ""PPG""]"
L11203-Q061	L11	L11203	資料隱私與安全	Localization 法規？	FPS翻	HDR煥	限制跨境	GPUSLI	C	選項「限制跨境」最符合題意，因此正確。	3	"[""L11203"", ""Loc""]"
L11203-Q062	L11	L11203	資料隱私與安全	K匿名 L多樣 T接近？	GPU升	遞進保護	HDR漸	DNS增	B	選項「遞進保護」最符合題意，因此正確。	3	"[""L11203"", ""K匿名""]"
L11203-Q063	L11	L11203	資料隱私與安全	Model Watermark Robustness？	抗移除攻擊	解析	FPS	HDR	A	選項「抗移除攻擊」最符合題意，因此正確。	3	"[""L11203"", ""Mod""]"
L11203-Q064	L11	L11203	資料隱私與安全	Duty of Care 強調？	合理注意義務	GPU Duty	HDR	DNS	A	選項「合理注意義務」最符合題意，因此正確。	3	"[""L11203"", ""Dut""]"
L11203-Q065	L11	L11203	資料隱私與安全	72h breach 通報？	PCI	GDPR	HIPAA	SOX	B	選項「GDPR」最符合題意，因此正確。	3	"[""L11203"", ""72h""]"
L11203-Q066	L11	L11203	資料隱私與安全	SGX 攻擊？	GPU	HDR	側信道	DNS	C	選項「側信道」最符合題意，因此正確。	3	"[""L11203"", ""SGX""]"
L11203-Q067	L11	L11203	資料隱私與安全	DLP 技術 Regex 指？	模式比對	HDR	FPS	GPU	A	選項「模式比對」最符合題意，因此正確。	3	"[""L11203"", ""DLP""]"
L11301-Q001	L11	L11301	機器學習基本原理	監督式學習需包含？	僅標籤	僅特徵	特徵與標籤	雜訊	C	選項「特徵與標籤」最符合題意，因此正確。	1	"[""ML"", ""監督式""]"
L11301-Q002	L11	L11301	機器學習基本原理	分類與回歸差異？	演算法語言	輸出型態	硬體需求	資料來源	B	選項「輸出型態」最符合題意，因此正確。	1	"[""ML"", ""分類與""]"
L11301-Q003	L11	L11301	機器學習基本原理	避免過擬合常用？	提高解析度	增加資料或正則化	GPU超頻	DNS刷新	B	選項「增加資料或正則化」最符合題意，因此正確。	1	"[""ML"", ""避免過""]"
L11301-Q004	L11	L11301	機器學習基本原理	訓練/測試集分割目的？	評估泛化能力	增亮度	降噪	提升FPS	A	選項「評估泛化能力」最符合題意，因此正確。	1	"[""ML"", ""訓練測""]"
L11301-Q005	L11	L11301	機器學習基本原理	梯度下降主要調整？	資料庫	輸入特徵	標籤	模型參數	D	選項「模型參數」最符合題意，因此正確。	1	"[""ML"", ""梯度下""]"
L11301-Q006	L11	L11301	機器學習基本原理	損失函數 (Loss) 用於？	DNS加速	增加像素	降低色溫	衡量預測誤差	D	選項「衡量預測誤差」最符合題意，因此正確。	1	"[""ML"", ""損失函""]"
L11301-Q007	L11	L11301	機器學習基本原理	KNN 分類核心？	卷積核	梯度	隱層	鄰近樣本投票	D	選項「鄰近樣本投票」最符合題意，因此正確。	1	"[""ML"", ""KNN""]"
L11301-Q008	L11	L11301	機器學習基本原理	決策樹節點分裂依據？	像素差	資訊增益/基尼	HDR	頻率域	B	選項「資訊增益/基尼」最符合題意，因此正確。	1	"[""ML"", ""決策樹""]"
L11301-Q009	L11	L11301	機器學習基本原理	正則化 L1 特色？	懲罰平方	促進稀疏	增加VRAM	減PSNR	B	選項「促進稀疏」最符合題意，因此正確。	1	"[""ML"", ""正則化""]"
L11301-Q010	L11	L11301	機器學習基本原理	交叉驗證 K-fold 中 k 大小影響？	HDR	顏色飽和	解析度	偏差與方差平衡	D	選項「偏差與方差平衡」最符合題意，因此正確。	1	"[""ML"", ""交叉驗""]"
L11301-Q011	L11	L11301	機器學習基本原理	特徵縮放必要原因？	提升收斂速度	GPU冷卻	DNS解析	增亮度	A	選項「提升收斂速度」最符合題意，因此正確。	1	"[""ML"", ""特徵縮""]"
L11301-Q012	L11	L11301	機器學習基本原理	啟動函數 ReLU 優點？	降解析	解梯度消失	HDR	DPI	B	選項「解梯度消失」最符合題意，因此正確。	1	"[""ML"", ""啟動函""]"
L11301-Q013	L11	L11301	機器學習基本原理	批次大小影響？	DNS分片	螢幕刷新	收斂穩定與速度	色彩深	C	選項「收斂穩定與速度」最符合題意，因此正確。	1	"[""ML"", ""批次大""]"
L11301-Q014	L11	L11301	機器學習基本原理	隨機種子作用？	GPU超頻	重現結果	HDR對比	降噪	B	選項「重現結果」最符合題意，因此正確。	1	"[""ML"", ""隨機種""]"
L11301-Q015	L11	L11301	機器學習基本原理	ROC 曲線衡量？	解析度	分類性能	亮度	頻寬	B	選項「分類性能」最符合題意，因此正確。	1	"[""ML"", ""ROC""]"
L11301-Q016	L11	L11301	機器學習基本原理	混淆矩陣 TP 代表？	真正例	假負例	假正例	真負例	A	選項「真正例」最符合題意，因此正確。	1	"[""ML"", ""混淆矩""]"
L11301-Q017	L11	L11301	機器學習基本原理	k-Means 聚類需指定？	學習率	群數 k	梯度	層數	B	選項「群數 k」最符合題意，因此正確。	1	"[""ML"", ""kMe""]"
L11301-Q018	L11	L11301	機器學習基本原理	PCA 主要作用？	分類	降維保留變異	聚類	回歸	B	選項「降維保留變異」最符合題意，因此正確。	1	"[""ML"", ""PCA""]"
L11301-Q019	L11	L11301	機器學習基本原理	學習率過大可能？	欠擬合	過擬合	發散	無影響	C	選項「發散」最符合題意，因此正確。	1	"[""ML"", ""學習率""]"
L11301-Q020	L11	L11301	機器學習基本原理	Early stopping 作用？	降DNS	增GPU	防過擬合	HDR調整	C	選項「防過擬合」最符合題意，因此正確。	1	"[""ML"", ""Ear""]"
L11301-Q021	L11	L11301	機器學習基本原理	SVM kernel 用途？	GPU轉碼	增加解析度	PSNR	映射高維分割	D	選項「映射高維分割」最符合題意，因此正確。	1	"[""ML"", ""SVM""]"
L11301-Q022	L11	L11301	機器學習基本原理	Accuracy 不適於？	聚類	樣本均衡	回歸	類別極不平衡	D	選項「類別極不平衡」最符合題意，因此正確。	1	"[""ML"", ""Acc""]"
L11301-Q023	L11	L11301	機器學習基本原理	Bias?Variance Tradeoff 指？	偏差與變異平衡	GPU溫度	HDR	DPI	A	選項「偏差與變異平衡」最符合題意，因此正確。	2	"[""ML"", ""Bia""]"
L11301-Q024	L11	L11301	機器學習基本原理	交叉熵用於？	升亮度	圖像壓縮	衡量分類概率差距	DNS	C	選項「衡量分類概率差距」最符合題意，因此正確。	2	"[""ML"", ""交叉熵""]"
L11301-Q025	L11	L11301	機器學習基本原理	梯度爆炸常發生於？	深層RNN	線性回歸	KNN	NB	A	選項「深層RNN」最符合題意，因此正確。	2	"[""ML"", ""梯度爆""]"
L11301-Q026	L11	L11301	機器學習基本原理	Dropout 作用？	隨機失活減過擬合	提升PSNR	GPU降壓	HDR	A	選項「隨機失活減過擬合」最符合題意，因此正確。	2	"[""ML"", ""Dro""]"
L11301-Q027	L11	L11301	機器學習基本原理	AdaBoost 加權？	正確樣本↑	錯分樣本權重↑	均衡	隨機	B	選項「錯分樣本權重↑」最符合題意，因此正確。	2	"[""ML"", ""Ada""]"
L11301-Q028	L11	L11301	機器學習基本原理	Bagging vs Boosting？	GPUvsCPU	並行vs序列	HDRvsSDR	DPIvsPPI	B	選項「並行vs序列」最符合題意，因此正確。	2	"[""ML"", ""Bag""]"
L11301-Q029	L11	L11301	機器學習基本原理	Adam 特點？	DNS	減Batch	增HDR	自適應學習率	D	選項「自適應學習率」最符合題意，因此正確。	2	"[""ML"", ""Ada""]"
L11301-Q030	L11	L11301	機器學習基本原理	Learning Curve 顯示？	誤差隨樣本	GPU功率	色域	PNR	A	選項「誤差隨樣本」最符合題意，因此正確。	2	"[""ML"", ""Lea""]"
L11301-Q031	L11	L11301	機器學習基本原理	F1 score 用於？	畫質	平衡精確召回	頻寬	溫度	B	選項「平衡精確召回」最符合題意，因此正確。	2	"[""ML"", ""F1s""]"
L11301-Q032	L11	L11301	機器學習基本原理	正則化 λ 大？	DNS	提高HDR	增VRAM	降低複雜度	D	選項「降低複雜度」最符合題意，因此正確。	2	"[""ML"", ""正則化""]"
L11301-Q033	L11	L11301	機器學習基本原理	純度高指？	Gini小	誤差大	成本高	亮度低	A	選項「Gini小」最符合題意，因此正確。	2	"[""ML"", ""純度高""]"
L11301-Q034	L11	L11301	機器學習基本原理	Feature Importance 常見於？	隨機森林	KNN	PCA	SVM	A	選項「隨機森林」最符合題意，因此正確。	2	"[""ML"", ""Fea""]"
L11301-Q035	L11	L11301	機器學習基本原理	Mini?batch GD 優勢？	最高精度	效率穩定平衡	最低噪	HDR	B	選項「效率穩定平衡」最符合題意，因此正確。	2	"[""ML"", ""Min""]"
L11301-Q036	L11	L11301	機器學習基本原理	LR decay 目的？	DNS	提速	HDR	後期穩定收斂	D	選項「後期穩定收斂」最符合題意，因此正確。	2	"[""ML"", ""LRd""]"
L11301-Q037	L11	L11301	機器學習基本原理	R? 用於？	降維	分類	聚類	迴歸解釋變異	D	選項「迴歸解釋變異」最符合題意，因此正確。	2	"[""ML"", ""R?用""]"
L11301-Q038	L11	L11301	機器學習基本原理	KD?Tree 用於？	KNN加速搜尋	FFT	JPEG	HDR	A	選項「KNN加速搜尋」最符合題意，因此正確。	2	"[""ML"", ""KDT""]"
L11301-Q039	L11	L11301	機器學習基本原理	Gradient Check 功能？	DNS	輸出色彩	GPU溫度	驗證反向	D	選項「驗證反向」最符合題意，因此正確。	2	"[""ML"", ""Gra""]"
L11301-Q040	L11	L11301	機器學習基本原理	SMOTE 作用？	FPS	HDR	過採樣少數類	GPU	C	選項「過採樣少數類」最符合題意，因此正確。	2	"[""ML"", ""SMO""]"
L11301-Q041	L11	L11301	機器學習基本原理	FN 高意義？	全錯	誤判多	全對	漏判多	D	選項「漏判多」最符合題意，因此正確。	2	"[""ML"", ""FN高""]"
L11301-Q042	L11	L11301	機器學習基本原理	AUC 範圍？	0-100	負無限	0到1	45667	C	選項「0到1」最符合題意，因此正確。	2	"[""ML"", ""AUC""]"
L11301-Q043	L11	L11301	機器學習基本原理	Elastic Net 結合？	Dropout+BN	L1+L2	SGD+Adam	ReLU+Sig	B	選項「L1+L2」最符合題意，因此正確。	2	"[""ML"", ""Ela""]"
L11301-Q044	L11	L11301	機器學習基本原理	Label Smoothing 用於？	降GPU	增HDR	增DPI	降低過自信	D	選項「降低過自信」最符合題意，因此正確。	2	"[""ML"", ""Lab""]"
L11301-Q045	L11	L11301	機器學習基本原理	蒙地卡羅交叉驗證？	留一	等分	隨機多次重抽	留P	C	選項「隨機多次重抽」最符合題意，因此正確。	2	"[""ML"", ""蒙地卡""]"
L11301-Q046	L11	L11301	機器學習基本原理	VC Dimension 評估？	GPU核心	模型容量	HDR	DNS	B	選項「模型容量」最符合題意，因此正確。	3	"[""ML"", ""VCD""]"
