id	subject	topic_code	topic_name	question	optionA	optionB	optionC	optionD	answer	explanation	difficulty	tags
L11301-Q047	L11	L11301	機器學習基本原理	Kernel Trick 可？	HDR	增像素	GPU降溫	低維算高維內積	D	選項「低維算高維內積」最符合題意，因此正確。	3	"[""ML"", ""Ker""]"
L11301-Q048	L11	L11301	機器學習基本原理	維度詛咒影響？	HDR爆	距離失效	DNS崩	GPU炸	B	選項「距離失效」最符合題意，因此正確。	3	"[""ML"", ""維度詛""]"
L11301-Q049	L11	L11301	機器學習基本原理	EM 演算法應用？	隱變量最大化估計	硬梯度	濾波	FFT	A	選項「隱變量最大化估計」最符合題意，因此正確。	3	"[""ML"", ""EM演""]"
L11301-Q050	L11	L11301	機器學習基本原理	SVM 對偶問題透過？	拉格朗日乘子	泰勒展	傅立葉	卷積	A	選項「拉格朗日乘子」最符合題意，因此正確。	3	"[""ML"", ""SVM""]"
L11301-Q051	L11	L11301	機器學習基本原理	Bayes Optimal 目標？	最大熵	最小期望錯誤	最大似然	隨機	B	選項「最小期望錯誤」最符合題意，因此正確。	3	"[""ML"", ""Bay""]"
L11301-Q052	L11	L11301	機器學習基本原理	Information Bottleneck？	PSNR降	HDR壓	壓縮保預測	FPS升	C	選項「壓縮保預測」最符合題意，因此正確。	3	"[""ML"", ""Inf""]"
L11301-Q053	L11	L11301	機器學習基本原理	Spectral Clustering 用？	DNS	色彩頻譜	HDR	拉普拉斯特徵向量	D	選項「拉普拉斯特徵向量」最符合題意，因此正確。	3	"[""ML"", ""Spe""]"
L11301-Q054	L11	L11301	機器學習基本原理	Kalman Filter 屬？	遞迴估計時序	靜態分類	GPU排程	HDR	A	選項「遞迴估計時序」最符合題意，因此正確。	3	"[""ML"", ""Kal""]"
L11301-Q055	L11	L11301	機器學習基本原理	Q?learning 是？	強化學習值迴歸	聚類	回歸	降維	A	選項「強化學習值迴歸」最符合題意，因此正確。	3	"[""ML"", ""Qle""]"
L11301-Q056	L11	L11301	機器學習基本原理	Backprop 根據？	傅立葉	泰勒	鏈式法則	捲積定理	C	選項「鏈式法則」最符合題意，因此正確。	3	"[""ML"", ""Bac""]"
L11301-Q057	L11	L11301	機器學習基本原理	SVM Margin 目標？	固定	最小化	最大化	忽略	C	選項「最大化」最符合題意，因此正確。	3	"[""ML"", ""SVM""]"
L11301-Q058	L11	L11301	機器學習基本原理	Jacobian 用於？	HDR	亮度	多輸出梯度	DNS	C	選項「多輸出梯度」最符合題意，因此正確。	3	"[""ML"", ""Jac""]"
L11301-Q059	L11	L11301	機器學習基本原理	Softmax 功能？	多類概率	二元	回歸	聚類	A	選項「多類概率」最符合題意，因此正確。	3	"[""ML"", ""Sof""]"
L11301-Q060	L11	L11301	機器學習基本原理	BIC & AIC 用途？	模型選擇懲罰	色彩校正	GPU降	HDR	A	選項「模型選擇懲罰」最符合題意，因此正確。	3	"[""ML"", ""BIC""]"
L11301-Q061	L11	L11301	機器學習基本原理	AdaGrad 缺點？	梯度爆	過擬合	學習率早降	HDR降	C	選項「學習率早降」最符合題意，因此正確。	3	"[""ML"", ""Ada""]"
L11301-Q062	L11	L11301	機器學習基本原理	DropConnect 特點？	隨機刪輸入	隨機刪層	隨機刪權重	隨機刪輸出	C	選項「隨機刪權重」最符合題意，因此正確。	3	"[""ML"", ""Dro""]"
L11301-Q063	L11	L11301	機器學習基本原理	Bagging 效果？	增HDR	降偏差	降方差	DNS減	C	選項「降方差」最符合題意，因此正確。	3	"[""ML"", ""Bag""]"
L11301-Q064	L11	L11301	機器學習基本原理	SHAP 值用途？	FPS	剪枝	可解釋貢獻	HDR	C	選項「可解釋貢獻」最符合題意，因此正確。	3	"[""ML"", ""SHA""]"
L11301-Q065	L11	L11301	機器學習基本原理	GAN 模式崩潰屬？	GPU熱	資料缺	訓練不穩	HDR低	C	選項「訓練不穩」最符合題意，因此正確。	3	"[""ML"", ""GAN""]"
L11301-Q066	L11	L11301	機器學習基本原理	Autoencoder v PCA？	分類	線性	聚類	非線性映射	D	選項「非線性映射」最符合題意，因此正確。	3	"[""ML"", ""Aut""]"
L11301-Q067	L11	L11301	機器學習基本原理	Fisher Criterion 用？	線性可分最佳化	GPU散熱	HDR提	DNS延	A	選項「線性可分最佳化」最符合題意，因此正確。	3	"[""ML"", ""Fis""]"
L11302-Q001	L11	L11302	常見的機器學習模型	線性回歸 (Linear Regression) 用於？	分群	連續值預測	分類	降維	B	選項「連續值預測」最符合題意，因此正確。	1	"[""MLModel"", ""線性回""]"
L11302-Q002	L11	L11302	常見的機器學習模型	決策樹優點之一？	必需大量資料	最小誤差	高維度穩定	易於解釋	D	選項「易於解釋」最符合題意，因此正確。	1	"[""MLModel"", ""決策樹""]"
L11302-Q003	L11	L11302	常見的機器學習模型	隨機森林屬於？	生成模型	神經網路	強化學習	集成學習	D	選項「集成學習」最符合題意，因此正確。	1	"[""MLModel"", ""隨機森""]"
L11302-Q004	L11	L11302	常見的機器學習模型	K?Means 聚類需要指定？	梯度	學習率	深度	群數 k	D	選項「群數 k」最符合題意，因此正確。	1	"[""MLModel"", ""KMe""]"
L11302-Q005	L11	L11302	常見的機器學習模型	Naive Bayes 假設？	線性可分	特徵條件獨立	梯度為零	高斯分佈必須	B	選項「特徵條件獨立」最符合題意，因此正確。	1	"[""MLModel"", ""Nai""]"
L11302-Q006	L11	L11302	常見的機器學習模型	支持向量機 (SVM) 主要優點？	適用高維資料	需要大量特徵工程	訓練極快	容易過擬合	A	選項「適用高維資料」最符合題意，因此正確。	1	"[""MLModel"", ""支持向""]"
L11302-Q007	L11	L11302	常見的機器學習模型	KNN 分類缺點？	模型複雜	高維度計算成本	權重難更新	不支持多類	B	選項「高維度計算成本」最符合題意，因此正確。	1	"[""MLModel"", ""KNN""]"
L11302-Q008	L11	L11302	常見的機器學習模型	Logistic Regression 輸出？	機率值	距離值	簽名值	誤差平方	A	選項「機率值」最符合題意，因此正確。	1	"[""MLModel"", ""Log""]"
L11302-Q009	L11	L11302	常見的機器學習模型	主成分分析 (PCA) 主要作用？	降維保留變異	分類	聚類	強化	A	選項「降維保留變異」最符合題意，因此正確。	1	"[""MLModel"", ""主成分""]"
L11302-Q010	L11	L11302	常見的機器學習模型	Gradient Boosting 框架不包含？	KNN	XGBoost	LightGBM	GBDT	A	選項「KNN」最符合題意，因此正確。	1	"[""MLModel"", ""Gra""]"
L11302-Q011	L11	L11302	常見的機器學習模型	LSTM 主要解決？	強化決策	圖片分類	聚類	長依賴梯度消失	D	選項「長依賴梯度消失」最符合題意，因此正確。	1	"[""MLModel"", ""LST""]"
L11302-Q012	L11	L11302	常見的機器學習模型	CNN 特徵提取使用？	遞迴	全連接	卷積核	決策樹	C	選項「卷積核」最符合題意，因此正確。	1	"[""MLModel"", ""CNN""]"
L11302-Q013	L11	L11302	常見的機器學習模型	GAN 包含哪兩網路？	教師與學生	編碼器與解碼器	卷積與池化	生成器與判別器	D	選項「生成器與判別器」最符合題意，因此正確。	1	"[""MLModel"", ""GAN""]"
L11302-Q014	L11	L11302	常見的機器學習模型	Autoencoder 用於？	強化回報	無監督表徵學習	聚類中心	回歸	B	選項「無監督表徵學習」最符合題意，因此正確。	1	"[""MLModel"", ""Aut""]"
L11302-Q015	L11	L11302	常見的機器學習模型	RNN 缺點之一？	只處理圖像	需要樹結構	梯度消失	維度詛咒少	C	選項「梯度消失」最符合題意，因此正確。	1	"[""MLModel"", ""RNN""]"
L11302-Q016	L11	L11302	常見的機器學習模型	Transformer 取代 RNN 因？	自注意力並行計算	卷積少	梯度爆炸易	資料需求低	A	選項「自注意力並行計算」最符合題意，因此正確。	1	"[""MLModel"", ""Tra""]"
L11302-Q017	L11	L11302	常見的機器學習模型	GMM (高斯混合) 屬？	判別式分類	生成式聚類	序列模型	強化模型	B	選項「生成式聚類」最符合題意，因此正確。	1	"[""MLModel"", ""GMM""]"
L11302-Q018	L11	L11302	常見的機器學習模型	DBSCAN 優點？	需固定群數	可找異常點	只能球形	需監督	B	選項「可找異常點」最符合題意，因此正確。	1	"[""MLModel"", ""DBS""]"
L11302-Q019	L11	L11302	常見的機器學習模型	XGBoost 重要技巧？	隨機投影	自注意力機制	卷積核共享	梯度加權與剪枝	D	選項「梯度加權與剪枝」最符合題意，因此正確。	1	"[""MLModel"", ""XGB""]"
L11302-Q020	L11	L11302	常見的機器學習模型	LightGBM 相比 XGBoost？	單樹深度增長	梯度直方與 LeafWise	無並行	僅CPU	B	選項「梯度直方與 LeafWise」最符合題意，因此正確。	1	"[""MLModel"", ""Lig""]"
L11302-Q021	L11	L11302	常見的機器學習模型	Graph Neural Network 主要處理？	影像	序列	表格	圖結構資料	D	選項「圖結構資料」最符合題意，因此正確。	1	"[""MLModel"", ""Gra""]"
L11302-Q022	L11	L11302	常見的機器學習模型	Word2Vec Skip?gram 目標？	預測中心詞	預測上下文詞	降維	聚類	B	選項「預測上下文詞」最符合題意，因此正確。	1	"[""MLModel"", ""Wor""]"
L11302-Q023	L11	L11302	常見的機器學習模型	Random Forest 減少？	方差	偏差	噪聲	維度	A	選項「方差」最符合題意，因此正確。	2	"[""MLModel"", ""Ran""]"
L11302-Q024	L11	L11302	常見的機器學習模型	XGBoost 損失正則項包含？	注意力權重	梯度二次	樹複雜度	Jacobian	C	選項「樹複雜度」最符合題意，因此正確。	2	"[""MLModel"", ""XGB""]"
L11302-Q025	L11	L11302	常見的機器學習模型	SVM Kernel 函式不含？	Sigmoid	RBF	Polynomial	MaxPool	A	選項「Sigmoid」最符合題意，因此正確。	2	"[""MLModel"", ""SVM""]"
L11302-Q026	L11	L11302	常見的機器學習模型	CatBoost 對類別特徵？	忽略	One?Hot 全部	排序編碼	頻率編碼	C	選項「排序編碼」最符合題意，因此正確。	2	"[""MLModel"", ""Cat""]"
L11302-Q027	L11	L11302	常見的機器學習模型	LSTM 門控單元不含？	遺忘門	輸入門	選擇門	輸出門	C	選項「選擇門」最符合題意，因此正確。	2	"[""MLModel"", ""LST""]"
L11302-Q028	L11	L11302	常見的機器學習模型	CNN Pooling 作用？	增加參數	降低空間尺寸	提升色彩	降梯度	B	選項「降低空間尺寸」最符合題意，因此正確。	2	"[""MLModel"", ""CNN""]"
L11302-Q029	L11	L11302	常見的機器學習模型	AdaBoost 弱學習器常用？	決策樹桿件	KNN	RNN	CNN	A	選項「決策樹桿件」最符合題意，因此正確。	2	"[""MLModel"", ""Ada""]"
L11302-Q030	L11	L11302	常見的機器學習模型	LightGBM 使用哪些技術？	dropout	GOSS + EFB	momentum	attention	B	選項「GOSS + EFB」最符合題意，因此正確。	2	"[""MLModel"", ""Lig""]"
L11302-Q031	L11	L11302	常見的機器學習模型	ARIMA 適用於？	時間序列	圖像分類	文本生成	聚類	A	選項「時間序列」最符合題意，因此正確。	2	"[""MLModel"", ""ARI""]"
L11302-Q032	L11	L11302	常見的機器學習模型	Prophet 模型特點？	注意力	卷積層	加乘分解趨勢季節	梯度提升	C	選項「加乘分解趨勢季節」最符合題意，因此正確。	2	"[""MLModel"", ""Pro""]"
L11302-Q033	L11	L11302	常見的機器學習模型	Transformer Encoder 核心？	池化	GRU	多頭自注意力	Gaussian NB	C	選項「多頭自注意力」最符合題意，因此正確。	2	"[""MLModel"", ""Tra""]"
L11302-Q034	L11	L11302	常見的機器學習模型	BERT 預訓練任務不含？	下一句預測	遮罩語言模型	圖像重建	對比學習	C	選項「圖像重建」最符合題意，因此正確。	2	"[""MLModel"", ""BER""]"
L11302-Q035	L11	L11302	常見的機器學習模型	t?SNE 降維適合？	強化學習	回歸預測	長序列翻譯	高維數據視覺化	D	選項「高維數據視覺化」最符合題意，因此正確。	2	"[""MLModel"", ""tSN""]"
L11302-Q036	L11	L11302	常見的機器學習模型	Stacking Ensemble 特徵？	第二層元學習器	隨機投影	剪枝	詞嵌入	A	選項「第二層元學習器」最符合題意，因此正確。	2	"[""MLModel"", ""Sta""]"
L11302-Q037	L11	L11302	常見的機器學習模型	GRU 與 LSTM 差？	參數更多	門更少	計算慢	需卷積	B	選項「門更少」最符合題意，因此正確。	2	"[""MLModel"", ""GRU""]"
L11302-Q038	L11	L11302	常見的機器學習模型	DeepFM 模型結合？	FM + DNN	RNN + CNN	SVM + NB	KNN + XGB	A	選項「FM + DNN」最符合題意，因此正確。	2	"[""MLModel"", ""Dee""]"
L11302-Q039	L11	L11302	常見的機器學習模型	Wide & Deep 用於？	推薦系統	物件檢測	音訊分離	聚類	A	選項「推薦系統」最符合題意，因此正確。	2	"[""MLModel"", ""Wid""]"
L11302-Q040	L11	L11302	常見的機器學習模型	Label Ranking Loss 適用？	迴歸	二元分類	多標籤排序	降維	C	選項「多標籤排序」最符合題意，因此正確。	2	"[""MLModel"", ""Lab""]"
L11302-Q041	L11	L11302	常見的機器學習模型	Transformer Decoder 需？	GRU	池化	遮罩自注意力	SVD	C	選項「遮罩自注意力」最符合題意，因此正確。	2	"[""MLModel"", ""Tra""]"
L11302-Q042	L11	L11302	常見的機器學習模型	EfficientNet 使用？	k近鄰	深度可分卷積	梯度提升	複合縮放	D	選項「複合縮放」最符合題意，因此正確。	2	"[""MLModel"", ""Eff""]"
L11302-Q043	L11	L11302	常見的機器學習模型	YOLO 模型任務？	分群	語音辨識	推薦	即時物件偵測	D	選項「即時物件偵測」最符合題意，因此正確。	2	"[""MLModel"", ""YOL""]"
L11302-Q044	L11	L11302	常見的機器學習模型	DeepLab 模型關注？	音樂生成	序列生成	語意分割	回歸	C	選項「語意分割」最符合題意，因此正確。	2	"[""MLModel"", ""Dee""]"
L11302-Q045	L11	L11302	常見的機器學習模型	U?Net 常用於？	時間預測	醫學影像分割	聚類	強化決策	B	選項「醫學影像分割」最符合題意，因此正確。	2	"[""MLModel"", ""UNe""]"
L11302-Q046	L11	L11302	常見的機器學習模型	Neural ODE 特點？	離散卷積	連續深度動態	梯度提升	隨機森林	B	選項「連續深度動態」最符合題意，因此正確。	3	"[""MLModel"", ""Neu""]"
L11302-Q047	L11	L11302	常見的機器學習模型	Capsule Network 引入？	池化層減少	姿態矩陣	ReLU	Dropout	B	選項「姿態矩陣」最符合題意，因此正確。	3	"[""MLModel"", ""Cap""]"
L11302-Q048	L11	L11302	常見的機器學習模型	Swin Transformer 核心？	移動窗注意力	全局卷積	遞迴	決策樹	A	選項「移動窗注意力」最符合題意，因此正確。	3	"[""MLModel"", ""Swi""]"
L11302-Q049	L11	L11302	常見的機器學習模型	AlphaGo 使用哪種搜索？	Dijkstra	廣度優先	蒙地卡羅樹	A*	C	選項「蒙地卡羅樹」最符合題意，因此正確。	3	"[""MLModel"", ""Alp""]"
L11302-Q050	L11	L11302	常見的機器學習模型	Deep Q?Network 改進？	正則化 L1	窗注意力	經驗回放	梯度清零	C	選項「經驗回放」最符合題意，因此正確。	3	"[""MLModel"", ""Dee""]"
L11302-Q051	L11	L11302	常見的機器學習模型	NeRF 模型用於？	迴歸	語音轉文字	序列標註	新視角合成	D	選項「新視角合成」最符合題意，因此正確。	3	"[""MLModel"", ""NeR""]"
L11302-Q052	L11	L11302	常見的機器學習模型	Diffusion Model 特徵？	自迴歸	對抗訓練	編碼解碼	逐步去噪生成	D	選項「逐步去噪生成」最符合題意，因此正確。	3	"[""MLModel"", ""Dif""]"
L11302-Q053	L11	L11302	常見的機器學習模型	Meta?Learning MAML 流程？	梯度爆炸	內外循環快速適應	卷積共享	池化增強	B	選項「內外循環快速適應」最符合題意，因此正確。	3	"[""MLModel"", ""Met""]"
L11302-Q054	L11	L11302	常見的機器學習模型	Vision Transformer Patch Embedding 步驟？	Pooling	卷積投影	RNN展開	切片後線性映射	D	選項「切片後線性映射」最符合題意，因此正確。	3	"[""MLModel"", ""Vis""]"
L11302-Q055	L11	L11302	常見的機器學習模型	Deep Reinforcement Learning Policy Gradient 更新方向？	最小平方誤差	期望回報梯度	最大似然	最小熵	B	選項「期望回報梯度」最符合題意，因此正確。	3	"[""MLModel"", ""Dee""]"
L11302-Q056	L11	L11302	常見的機器學習模型	Neural Style Transfer 最小化？	GAN損失	分類損失	內容+風格損失	Dice損失	C	選項「內容+風格損失」最符合題意，因此正確。	3	"[""MLModel"", ""Neu""]"
L11302-Q057	L11	L11302	常見的機器學習模型	Siamese Network 核心應用？	生成學習	度量學習	聚類	回歸	B	選項「度量學習」最符合題意，因此正確。	3	"[""MLModel"", ""Sia""]"
L11302-Q058	L11	L11302	常見的機器學習模型	BERT Fine?tune 常用技巧？	Dropconnect輸出	隨機森林特徵	K?Means初始化	凍結部分層	D	選項「凍結部分層」最符合題意，因此正確。	3	"[""MLModel"", ""BER""]"
L11302-Q059	L11	L11302	常見的機器學習模型	GPT 自回歸特性？	左到右預測	雙向上下文	卷積串流	池化壓縮	A	選項「左到右預測」最符合題意，因此正確。	3	"[""MLModel"", ""GPT""]"
L11302-Q060	L11	L11302	常見的機器學習模型	NAS (Neural Architecture Search) 技術？	自動結構探索	手工調參	L1正則	梯度檢查	A	選項「自動結構探索」最符合題意，因此正確。	3	"[""MLModel"", ""NAS""]"
L11302-Q061	L11	L11302	常見的機器學習模型	GraphSAGE 主要？	鄰居採樣聚合	全圖卷積	RNN遞迴	Autoencoder	A	選項「鄰居採樣聚合」最符合題意，因此正確。	3	"[""MLModel"", ""Gra""]"
L11302-Q062	L11	L11302	常見的機器學習模型	TabNet 特徵選擇方式？	RBF	卷積核	線性	逐步注意力掩碼	D	選項「逐步注意力掩碼」最符合題意，因此正確。	3	"[""MLModel"", ""Tab""]"
L11302-Q063	L11	L11302	常見的機器學習模型	Transformer XL 解決？	GPU不足	梯度爆炸	長序列記憶	HDR下降	C	選項「長序列記憶」最符合題意，因此正確。	3	"[""MLModel"", ""Tra""]"
L11302-Q064	L11	L11302	常見的機器學習模型	WaveNet 用於？	語音生成	圖像超分	聚類	推薦	A	選項「語音生成」最符合題意，因此正確。	3	"[""MLModel"", ""Wav""]"
L11302-Q065	L11	L11302	常見的機器學習模型	Pix2Pix 屬於？	自回歸	變分自編碼	條件式 GAN	標籤平滑	C	選項「條件式 GAN」最符合題意，因此正確。	3	"[""MLModel"", ""Pix""]"
L11302-Q066	L11	L11302	常見的機器學習模型	Deep SARSA 與 DQN 差？	經驗回放	固定目標網	On?policy 更新	優先取樣	C	選項「On?policy 更新」最符合題意，因此正確。	3	"[""MLModel"", ""Dee""]"
L11302-Q067	L11	L11302	常見的機器學習模型	Sparse Transformer 優勢？	降FPS	全連接	增HDR	降低計算複雜度	D	選項「降低計算複雜度」最符合題意，因此正確。	3	"[""MLModel"", ""Spa""]"
L11401-Q001	L11	L11401	鑑別式AI與生成式AI的基本原理	鑑別式模型著重於？	決策邊界	生成資料	降維	渲染	A	選項「決策邊界」最符合題意，因此正確。	1	"[""DiscGenAI"", ""鑑別式""]"
L11401-Q002	L11	L11401	鑑別式AI與生成式AI的基本原理	生成式模型可用於？	合成新樣本	僅分類	索引搜尋	排序	A	選項「合成新樣本」最符合題意，因此正確。	1	"[""DiscGenAI"", ""生成式""]"
L11401-Q003	L11	L11401	鑑別式AI與生成式AI的基本原理	Softmax Regression 屬於？	強化	生成式	半監督	鑑別式	D	選項「鑑別式」最符合題意，因此正確。	1	"[""DiscGenAI"", ""Sof""]"
L11401-Q004	L11	L11401	鑑別式AI與生成式AI的基本原理	GAN 的 G 指？	Gaussian	Gradient	Generator	Graph	C	選項「Generator」最符合題意，因此正確。	1	"[""DiscGenAI"", ""GAN""]"
L11401-Q005	L11	L11401	鑑別式AI與生成式AI的基本原理	Naive Bayes 屬於？	強化	鑑別式	生成式	聚類	C	選項「生成式」最符合題意，因此正確。	1	"[""DiscGenAI"", ""Nai""]"
L11401-Q006	L11	L11401	鑑別式AI與生成式AI的基本原理	Logistic Regression 輸出？	類別機率	像素	影像	序列	A	選項「類別機率」最符合題意，因此正確。	1	"[""DiscGenAI"", ""Log""]"
L11401-Q007	L11	L11401	鑑別式AI與生成式AI的基本原理	VAE 損失包含？	交叉熵	重建+KL	MSE僅	FID僅	B	選項「重建+KL」最符合題意，因此正確。	1	"[""DiscGenAI"", ""VAE""]"
L11401-Q008	L11	L11401	鑑別式AI與生成式AI的基本原理	GAN 判別器任務？	降噪	生成圖像	區分真偽	聚類	C	選項「區分真偽」最符合題意，因此正確。	1	"[""DiscGenAI"", ""GAN""]"
L11401-Q009	L11	L11401	鑑別式AI與生成式AI的基本原理	鑑別式模型建模目標？	後驗分布 P(x)	聯合機率	邊際分布	條件機率 P(y|x)	D	選項「條件機率 P(y|x)」最符合題意，因此正確。	1	"[""DiscGenAI"", ""鑑別式""]"
L11401-Q010	L11	L11401	鑑別式AI與生成式AI的基本原理	生成式模型能估計？	梯度場	僅 P(y|x)	"P(x) 或 P(x,y)"	邊界距離	C	"選項「P(x) 或 P(x,y)」最符合題意，因此正確。"	1	"[""DiscGenAI"", ""生成式""]"
L11401-Q011	L11	L11401	鑑別式AI與生成式AI的基本原理	BERT 屬於？	圖神經	純生成	生成式預訓練鑑別式微調	強化	C	選項「生成式預訓練鑑別式微調」最符合題意，因此正確。	1	"[""DiscGenAI"", ""BER""]"
L11401-Q012	L11	L11401	鑑別式AI與生成式AI的基本原理	CLIP 結合？	圖像文本對比	音樂	結構化	時間序列	A	選項「圖像文本對比」最符合題意，因此正確。	1	"[""DiscGenAI"", ""CLI""]"
L11401-Q013	L11	L11401	鑑別式AI與生成式AI的基本原理	Conditional GAN 需要？	卷積核大	權重共享	梯度懲罰	類別條件輸入	D	選項「類別條件輸入」最符合題意，因此正確。	1	"[""DiscGenAI"", ""Con""]"
L11401-Q014	L11	L11401	鑑別式AI與生成式AI的基本原理	Perplexity 指標常用於？	圖片分割	分類準確	聚類純度	語言模型生成	D	選項「語言模型生成」最符合題意，因此正確。	1	"[""DiscGenAI"", ""Per""]"
L11401-Q015	L11	L11401	鑑別式AI與生成式AI的基本原理	SVM 與 CNN 比屬？	半監督	生成vs生成	純生成	鑑別 vs 表徵學習	D	選項「鑑別 vs 表徵學習」最符合題意，因此正確。	1	"[""DiscGenAI"", ""SVM""]"
L11401-Q016	L11	L11401	鑑別式AI與生成式AI的基本原理	GAN 訓練損失經典？	MSE	交叉熵對抗	PSNR	IoU	B	選項「交叉熵對抗」最符合題意，因此正確。	1	"[""DiscGenAI"", ""GAN""]"
L11401-Q017	L11	L11401	鑑別式AI與生成式AI的基本原理	Autoencoder 屬於？	序列標註	分類	生成式重建	強化學習	C	選項「生成式重建」最符合題意，因此正確。	1	"[""DiscGenAI"", ""Aut""]"
L11401-Q018	L11	L11401	鑑別式AI與生成式AI的基本原理	Likelihood 最大化常用於？	強化Q	鑑別SVM	生成式模型訓練	聚類K	C	選項「生成式模型訓練」最符合題意，因此正確。	1	"[""DiscGenAI"", ""Lik""]"
L11401-Q019	L11	L11401	鑑別式AI與生成式AI的基本原理	Discriminative 目標函數常為？	最大互信息	最大似然	最小KL	損失最小化分類誤差	D	選項「損失最小化分類誤差」最符合題意，因此正確。	1	"[""DiscGenAI"", ""Dis""]"
L11401-Q020	L11	L11401	鑑別式AI與生成式AI的基本原理	GAN 模式崩潰是？	生成缺多樣性	辨識率低	梯度爆炸	欠擬合	A	選項「生成缺多樣性」最符合題意，因此正確。	1	"[""DiscGenAI"", ""GAN""]"
L11401-Q021	L11	L11401	鑑別式AI與生成式AI的基本原理	Diffusion Model 步驟？	加噪與去噪	卷積與池化	注意力	決策邊界	A	選項「加噪與去噪」最符合題意，因此正確。	1	"[""DiscGenAI"", ""Dif""]"
L11401-Q022	L11	L11401	鑑別式AI與生成式AI的基本原理	鑑別式評估指標？	Accuracy/F1	FID	IS	Perplexity	A	選項「Accuracy/F1」最符合題意，因此正確。	1	"[""DiscGenAI"", ""鑑別式""]"
L11401-Q023	L11	L11401	鑑別式AI與生成式AI的基本原理	VAE 中 KL 項用於？	加噪音	提高分辨率	增亮度	對齊潛在分布正則	D	選項「對齊潛在分布正則」最符合題意，因此正確。	2	"[""DiscGenAI"", ""VAE""]"
L11401-Q024	L11	L11401	鑑別式AI與生成式AI的基本原理	GAN 訓練不穩常因？	GPU超頻	樣本不足	梯度消失難平衡	DNS失敗	C	選項「梯度消失難平衡」最符合題意，因此正確。	2	"[""DiscGenAI"", ""GAN""]"
L11401-Q025	L11	L11401	鑑別式AI與生成式AI的基本原理	最大似然估計會？	最小MSE	最大AUC	最小交叉熵	最大PSNR	C	選項「最小交叉熵」最符合題意，因此正確。	2	"[""DiscGenAI"", ""最大似""]"
L11401-Q026	L11	L11401	鑑別式AI與生成式AI的基本原理	Flow?based 模型優點？	易梯度消失	需要編碼器	可逆精確對數似然	模式崩潰高	C	選項「可逆精確對數似然」最符合題意，因此正確。	2	"[""DiscGenAI"", ""Flo""]"
L11401-Q027	L11	L11401	鑑別式AI與生成式AI的基本原理	能同時做生成鑑別任務模型？	SVM	VAE?GAN 混合	KNN	RandomForest	B	選項「VAE?GAN 混合」最符合題意，因此正確。	2	"[""DiscGenAI"", ""能同時""]"
L11401-Q028	L11	L11401	鑑別式AI與生成式AI的基本原理	Energy?based Model 訓練需？	自注意	卷積核	對比估計Neq	隨機森林	C	選項「對比估計Neq」最符合題意，因此正確。	2	"[""DiscGenAI"", ""Ene""]"
L11401-Q029	L11	L11401	鑑別式AI與生成式AI的基本原理	Score?Based Gen 使用？	擾動梯度場	決策邊界	聚類中心	注意力權重	A	選項「擾動梯度場」最符合題意，因此正確。	2	"[""DiscGenAI"", ""Sco""]"
L11401-Q030	L11	L11401	鑑別式AI與生成式AI的基本原理	GAN 判別器輸出？	像素	硬標籤	真偽概率	梯度	C	選項「真偽概率」最符合題意，因此正確。	2	"[""DiscGenAI"", ""GAN""]"
L11401-Q031	L11	L11401	鑑別式AI與生成式AI的基本原理	Conditional Likelihood 用於？	MMD	生成邊際	KL散度	鑑別式	D	選項「鑑別式」最符合題意，因此正確。	2	"[""DiscGenAI"", ""Con""]"
L11401-Q032	L11	L11401	鑑別式AI與生成式AI的基本原理	CycleGAN 可？	無配對影像轉換	分類	降噪	增亮度	A	選項「無配對影像轉換」最符合題意，因此正確。	2	"[""DiscGenAI"", ""Cyc""]"
